ID,Date,Value_forecast,Variable_forecast,ForecastDate
54,8/6/2017,64,MinTemp,8/6/2017
54,8/6/2017,65,MinTemp,8/6/2017
54,8/7/2017,62,MinTemp,8/6/2017
54,8/8/2017,63,MinTemp,8/6/2017
54,8/9/2017,65,MinTemp,8/6/2017
54,8/10/2017,66,MinTemp,8/6/2017
54,8/11/2017,67,MinTemp,8/6/2017
54,8/6/2017,74,MaxTemp,8/6/2017
54,8/7/2017,79,MaxTemp,8/6/2017
54,8/8/2017,82,MaxTemp,8/6/2017
54,8/9/2017,82,MaxTemp,8/6/2017
54,8/10/2017,84,MaxTemp,8/6/2017
54,8/11/2017,85,MaxTemp,8/6/2017
54,8/12/2017,86,MaxTemp,8/6/2017
55,8/6/2017,60,MinTemp,8/6/2017
55,8/6/2017,57,MinTemp,8/6/2017
55,8/7/2017,55,MinTemp,8/6/2017
55,8/8/2017,59,MinTemp,8/6/2017
55,8/9/2017,60,MinTemp,8/6/2017
55,8/10/2017,61,MinTemp,8/6/2017
55,8/11/2017,61,MinTemp,8/6/2017
55,8/6/2017,74,MaxTemp,8/6/2017
55,8/7/2017,77,MaxTemp,8/6/2017
55,8/8/2017,79,MaxTemp,8/6/2017
55,8/9/2017,79,MaxTemp,8/6/2017
55,8/10/2017,79,MaxTemp,8/6/2017
55,8/11/2017,79,MaxTemp,8/6/2017
55,8/12/2017,79,MaxTemp,8/6/2017
56,8/6/2017,55,MinTemp,8/6/2017
56,8/6/2017,51,MinTemp,8/6/2017
56,8/7/2017,56,MinTemp,8/6/2017
56,8/8/2017,58,MinTemp,8/6/2017
56,8/9/2017,56,MinTemp,8/6/2017
56,8/10/2017,56,MinTemp,8/6/2017
56,8/11/2017,56,MinTemp,8/6/2017
56,8/6/2017,71,MaxTemp,8/6/2017
56,8/7/2017,78,MaxTemp,8/6/2017
56,8/8/2017,80,MaxTemp,8/6/2017
56,8/9/2017,72,MaxTemp,8/6/2017
56,8/10/2017,72,MaxTemp,8/6/2017
56,8/11/2017,70,MaxTemp,8/6/2017
56,8/12/2017,71,MaxTemp,8/6/2017
57,8/6/2017,73,MinTemp,8/6/2017
57,8/6/2017,72,MinTemp,8/6/2017
57,8/7/2017,68,MinTemp,8/6/2017
57,8/8/2017,68,MinTemp,8/6/2017
57,8/9/2017,69,MinTemp,8/6/2017
57,8/10/2017,70,MinTemp,8/6/2017
57,8/11/2017,72,MinTemp,8/6/2017
57,8/6/2017,85,MaxTemp,8/6/2017
57,8/7/2017,83,MaxTemp,8/6/2017
57,8/8/2017,82,MaxTemp,8/6/2017
57,8/9/2017,84,MaxTemp,8/6/2017
57,8/10/2017,86,MaxTemp,8/6/2017
57,8/11/2017,86,MaxTemp,8/6/2017
57,8/12/2017,86,MaxTemp,8/6/2017
58,8/6/2017,60,MinTemp,8/6/2017
58,8/6/2017,58,MinTemp,8/6/2017
58,8/7/2017,63,MinTemp,8/6/2017
58,8/8/2017,64,MinTemp,8/6/2017
58,8/9/2017,64,MinTemp,8/6/2017
58,8/10/2017,64,MinTemp,8/6/2017
58,8/11/2017,64,MinTemp,8/6/2017
58,8/6/2017,78,MaxTemp,8/6/2017
58,8/7/2017,81,MaxTemp,8/6/2017
58,8/8/2017,83,MaxTemp,8/6/2017
58,8/9/2017,81,MaxTemp,8/6/2017
58,8/10/2017,80,MaxTemp,8/6/2017
58,8/11/2017,79,MaxTemp,8/6/2017
58,8/12/2017,78,MaxTemp,8/6/2017
59,8/6/2017,64,MinTemp,8/6/2017
59,8/6/2017,65,MinTemp,8/6/2017
59,8/7/2017,62,MinTemp,8/6/2017
59,8/8/2017,62,MinTemp,8/6/2017
59,8/9/2017,66,MinTemp,8/6/2017
59,8/10/2017,66,MinTemp,8/6/2017
59,8/11/2017,66,MinTemp,8/6/2017
59,8/6/2017,77,MaxTemp,8/6/2017
59,8/7/2017,79,MaxTemp,8/6/2017
59,8/8/2017,81,MaxTemp,8/6/2017
59,8/9/2017,82,MaxTemp,8/6/2017
59,8/10/2017,84,MaxTemp,8/6/2017
59,8/11/2017,83,MaxTemp,8/6/2017
59,8/12/2017,85,MaxTemp,8/6/2017
60,8/6/2017,61,MinTemp,8/6/2017
60,8/6/2017,60,MinTemp,8/6/2017
60,8/7/2017,59,MinTemp,8/6/2017
60,8/8/2017,61,MinTemp,8/6/2017
60,8/9/2017,62,MinTemp,8/6/2017
60,8/10/2017,62,MinTemp,8/6/2017
60,8/11/2017,63,MinTemp,8/6/2017
60,8/6/2017,74,MaxTemp,8/6/2017
60,8/7/2017,80,MaxTemp,8/6/2017
60,8/8/2017,82,MaxTemp,8/6/2017
60,8/9/2017,81,MaxTemp,8/6/2017
60,8/10/2017,83,MaxTemp,8/6/2017
60,8/11/2017,83,MaxTemp,8/6/2017
60,8/12/2017,82,MaxTemp,8/6/2017
61,8/6/2017,75,MinTemp,8/6/2017
61,8/6/2017,77,MinTemp,8/6/2017
61,8/7/2017,74,MinTemp,8/6/2017
61,8/8/2017,73,MinTemp,8/6/2017
61,8/9/2017,74,MinTemp,8/6/2017
61,8/10/2017,74,MinTemp,8/6/2017
61,8/11/2017,74,MinTemp,8/6/2017
61,8/6/2017,93,MaxTemp,8/6/2017
61,8/7/2017,88,MaxTemp,8/6/2017
61,8/8/2017,86,MaxTemp,8/6/2017
61,8/9/2017,88,MaxTemp,8/6/2017
61,8/10/2017,90,MaxTemp,8/6/2017
61,8/11/2017,90,MaxTemp,8/6/2017
61,8/12/2017,91,MaxTemp,8/6/2017
62,8/6/2017,62,MinTemp,8/6/2017
62,8/6/2017,63,MinTemp,8/6/2017
62,8/7/2017,63,MinTemp,8/6/2017
62,8/8/2017,64,MinTemp,8/6/2017
62,8/9/2017,65,MinTemp,8/6/2017
62,8/10/2017,66,MinTemp,8/6/2017
62,8/11/2017,67,MinTemp,8/6/2017
62,8/6/2017,75,MaxTemp,8/6/2017
62,8/7/2017,78,MaxTemp,8/6/2017
62,8/8/2017,80,MaxTemp,8/6/2017
62,8/9/2017,80,MaxTemp,8/6/2017
62,8/10/2017,82,MaxTemp,8/6/2017
62,8/11/2017,83,MaxTemp,8/6/2017
62,8/12/2017,83,MaxTemp,8/6/2017
63,8/6/2017,62,MinTemp,8/6/2017
63,8/6/2017,58,MinTemp,8/6/2017
63,8/7/2017,58,MinTemp,8/6/2017
63,8/8/2017,59,MinTemp,8/6/2017
63,8/9/2017,61,MinTemp,8/6/2017
63,8/10/2017,62,MinTemp,8/6/2017
63,8/11/2017,61,MinTemp,8/6/2017
63,8/6/2017,76,MaxTemp,8/6/2017
63,8/7/2017,79,MaxTemp,8/6/2017
63,8/8/2017,78,MaxTemp,8/6/2017
63,8/9/2017,78,MaxTemp,8/6/2017
63,8/10/2017,81,MaxTemp,8/6/2017
63,8/11/2017,83,MaxTemp,8/6/2017
63,8/12/2017,84,MaxTemp,8/6/2017
64,8/6/2017,57,MinTemp,8/6/2017
64,8/6/2017,55,MinTemp,8/6/2017
64,8/7/2017,56,MinTemp,8/6/2017
64,8/8/2017,59,MinTemp,8/6/2017
64,8/9/2017,58,MinTemp,8/6/2017
64,8/10/2017,58,MinTemp,8/6/2017
64,8/11/2017,59,MinTemp,8/6/2017
64,8/6/2017,74,MaxTemp,8/6/2017
64,8/7/2017,77,MaxTemp,8/6/2017
64,8/8/2017,79,MaxTemp,8/6/2017
64,8/9/2017,77,MaxTemp,8/6/2017
64,8/10/2017,79,MaxTemp,8/6/2017
64,8/11/2017,76,MaxTemp,8/6/2017
64,8/12/2017,78,MaxTemp,8/6/2017
65,8/6/2017,79,MinTemp,8/6/2017
65,8/6/2017,77,MinTemp,8/6/2017
65,8/7/2017,74,MinTemp,8/6/2017
65,8/8/2017,74,MinTemp,8/6/2017
65,8/9/2017,76,MinTemp,8/6/2017
65,8/10/2017,77,MinTemp,8/6/2017
65,8/11/2017,77,MinTemp,8/6/2017
65,8/6/2017,97,MaxTemp,8/6/2017
65,8/7/2017,85,MaxTemp,8/6/2017
65,8/8/2017,84,MaxTemp,8/6/2017
65,8/9/2017,89,MaxTemp,8/6/2017
65,8/10/2017,92,MaxTemp,8/6/2017
65,8/11/2017,93,MaxTemp,8/6/2017
65,8/12/2017,94,MaxTemp,8/6/2017
66,8/6/2017,55,MinTemp,8/6/2017
66,8/6/2017,53,MinTemp,8/6/2017
66,8/7/2017,58,MinTemp,8/6/2017
66,8/8/2017,57,MinTemp,8/6/2017
66,8/9/2017,55,MinTemp,8/6/2017
66,8/10/2017,57,MinTemp,8/6/2017
66,8/11/2017,57,MinTemp,8/6/2017
66,8/6/2017,78,MaxTemp,8/6/2017
66,8/7/2017,80,MaxTemp,8/6/2017
66,8/8/2017,80,MaxTemp,8/6/2017
66,8/9/2017,76,MaxTemp,8/6/2017
66,8/10/2017,78,MaxTemp,8/6/2017
66,8/11/2017,77,MaxTemp,8/6/2017
66,8/12/2017,77,MaxTemp,8/6/2017
67,8/6/2017,65,MinTemp,8/6/2017
67,8/6/2017,65,MinTemp,8/6/2017
67,8/7/2017,64,MinTemp,8/6/2017
67,8/8/2017,64,MinTemp,8/6/2017
67,8/9/2017,66,MinTemp,8/6/2017
67,8/10/2017,66,MinTemp,8/6/2017
67,8/11/2017,68,MinTemp,8/6/2017
67,8/6/2017,83,MaxTemp,8/6/2017
67,8/7/2017,80,MaxTemp,8/6/2017
67,8/8/2017,79,MaxTemp,8/6/2017
67,8/9/2017,83,MaxTemp,8/6/2017
67,8/10/2017,84,MaxTemp,8/6/2017
67,8/11/2017,86,MaxTemp,8/6/2017
67,8/12/2017,86,MaxTemp,8/6/2017
68,8/6/2017,74,MinTemp,8/6/2017
68,8/6/2017,69,MinTemp,8/6/2017
68,8/7/2017,69,MinTemp,8/6/2017
68,8/8/2017,68,MinTemp,8/6/2017
68,8/9/2017,70,MinTemp,8/6/2017
68,8/10/2017,71,MinTemp,8/6/2017
68,8/11/2017,72,MinTemp,8/6/2017
68,8/6/2017,89,MaxTemp,8/6/2017
68,8/7/2017,80,MaxTemp,8/6/2017
68,8/8/2017,81,MaxTemp,8/6/2017
68,8/9/2017,87,MaxTemp,8/6/2017
68,8/10/2017,88,MaxTemp,8/6/2017
68,8/11/2017,88,MaxTemp,8/6/2017
68,8/12/2017,88,MaxTemp,8/6/2017
69,8/6/2017,77,MinTemp,8/6/2017
69,8/6/2017,78,MinTemp,8/6/2017
69,8/7/2017,76,MinTemp,8/6/2017
69,8/8/2017,76,MinTemp,8/6/2017
69,8/9/2017,75,MinTemp,8/6/2017
69,8/10/2017,76,MinTemp,8/6/2017
69,8/11/2017,76,MinTemp,8/6/2017
69,8/6/2017,97,MaxTemp,8/6/2017
69,8/7/2017,95,MaxTemp,8/6/2017
69,8/8/2017,93,MaxTemp,8/6/2017
69,8/9/2017,95,MaxTemp,8/6/2017
69,8/10/2017,96,MaxTemp,8/6/2017
69,8/11/2017,98,MaxTemp,8/6/2017
69,8/12/2017,99,MaxTemp,8/6/2017
70,8/6/2017,58,MinTemp,8/6/2017
70,8/6/2017,58,MinTemp,8/6/2017
70,8/7/2017,58,MinTemp,8/6/2017
70,8/8/2017,59,MinTemp,8/6/2017
70,8/9/2017,58,MinTemp,8/6/2017
70,8/10/2017,59,MinTemp,8/6/2017
70,8/11/2017,58,MinTemp,8/6/2017
70,8/6/2017,77,MaxTemp,8/6/2017
70,8/7/2017,80,MaxTemp,8/6/2017
70,8/8/2017,82,MaxTemp,8/6/2017
70,8/9/2017,80,MaxTemp,8/6/2017
70,8/10/2017,82,MaxTemp,8/6/2017
70,8/11/2017,82,MaxTemp,8/6/2017
70,8/12/2017,83,MaxTemp,8/6/2017
71,8/6/2017,59,MinTemp,8/6/2017
71,8/6/2017,60,MinTemp,8/6/2017
71,8/7/2017,57,MinTemp,8/6/2017
71,8/8/2017,56,MinTemp,8/6/2017
71,8/9/2017,57,MinTemp,8/6/2017
71,8/10/2017,59,MinTemp,8/6/2017
71,8/11/2017,58,MinTemp,8/6/2017
71,8/6/2017,80,MaxTemp,8/6/2017
71,8/7/2017,75,MaxTemp,8/6/2017
71,8/8/2017,71,MaxTemp,8/6/2017
71,8/9/2017,76,MaxTemp,8/6/2017
71,8/10/2017,81,MaxTemp,8/6/2017
71,8/11/2017,83,MaxTemp,8/6/2017
71,8/12/2017,83,MaxTemp,8/6/2017
72,8/6/2017,57,MinTemp,8/6/2017
72,8/6/2017,53,MinTemp,8/6/2017
72,8/7/2017,57,MinTemp,8/6/2017
72,8/8/2017,56,MinTemp,8/6/2017
72,8/9/2017,55,MinTemp,8/6/2017
72,8/10/2017,56,MinTemp,8/6/2017
72,8/11/2017,57,MinTemp,8/6/2017
72,8/6/2017,74,MaxTemp,8/6/2017
72,8/7/2017,79,MaxTemp,8/6/2017
72,8/8/2017,79,MaxTemp,8/6/2017
72,8/9/2017,75,MaxTemp,8/6/2017
72,8/10/2017,77,MaxTemp,8/6/2017
72,8/11/2017,77,MaxTemp,8/6/2017
72,8/12/2017,78,MaxTemp,8/6/2017
73,8/6/2017,69,MinTemp,8/6/2017
73,8/6/2017,62,MinTemp,8/6/2017
73,8/7/2017,60,MinTemp,8/6/2017
73,8/8/2017,62,MinTemp,8/6/2017
73,8/9/2017,61,MinTemp,8/6/2017
73,8/10/2017,63,MinTemp,8/6/2017
73,8/11/2017,63,MinTemp,8/6/2017
73,8/6/2017,83,MaxTemp,8/6/2017
73,8/7/2017,77,MaxTemp,8/6/2017
73,8/8/2017,77,MaxTemp,8/6/2017
73,8/9/2017,81,MaxTemp,8/6/2017
73,8/10/2017,83,MaxTemp,8/6/2017
73,8/11/2017,84,MaxTemp,8/6/2017
73,8/12/2017,83,MaxTemp,8/6/2017
74,8/6/2017,65,MinTemp,8/6/2017
74,8/6/2017,62,MinTemp,8/6/2017
74,8/7/2017,60,MinTemp,8/6/2017
74,8/8/2017,62,MinTemp,8/6/2017
74,8/9/2017,64,MinTemp,8/6/2017
74,8/10/2017,66,MinTemp,8/6/2017
74,8/11/2017,66,MinTemp,8/6/2017
74,8/6/2017,87,MaxTemp,8/6/2017
74,8/7/2017,76,MaxTemp,8/6/2017
74,8/8/2017,80,MaxTemp,8/6/2017
74,8/9/2017,86,MaxTemp,8/6/2017
74,8/10/2017,87,MaxTemp,8/6/2017
74,8/11/2017,90,MaxTemp,8/6/2017
74,8/12/2017,87,MaxTemp,8/6/2017
75,8/6/2017,72,MinTemp,8/6/2017
75,8/6/2017,72,MinTemp,8/6/2017
75,8/7/2017,70,MinTemp,8/6/2017
75,8/8/2017,70,MinTemp,8/6/2017
75,8/9/2017,70,MinTemp,8/6/2017
75,8/10/2017,70,MinTemp,8/6/2017
75,8/11/2017,72,MinTemp,8/6/2017
75,8/6/2017,98,MaxTemp,8/6/2017
75,8/7/2017,91,MaxTemp,8/6/2017
75,8/8/2017,88,MaxTemp,8/6/2017
75,8/9/2017,92,MaxTemp,8/6/2017
75,8/10/2017,94,MaxTemp,8/6/2017
75,8/11/2017,96,MaxTemp,8/6/2017
75,8/12/2017,95,MaxTemp,8/6/2017
76,8/6/2017,56,MinTemp,8/6/2017
76,8/6/2017,57,MinTemp,8/6/2017
76,8/7/2017,56,MinTemp,8/6/2017
76,8/8/2017,56,MinTemp,8/6/2017
76,8/9/2017,57,MinTemp,8/6/2017
76,8/10/2017,57,MinTemp,8/6/2017
76,8/11/2017,57,MinTemp,8/6/2017
76,8/6/2017,76,MaxTemp,8/6/2017
76,8/7/2017,74,MaxTemp,8/6/2017
76,8/8/2017,77,MaxTemp,8/6/2017
76,8/9/2017,80,MaxTemp,8/6/2017
76,8/10/2017,81,MaxTemp,8/6/2017
76,8/11/2017,82,MaxTemp,8/6/2017
76,8/12/2017,81,MaxTemp,8/6/2017
77,8/6/2017,51,MinTemp,8/6/2017
77,8/6/2017,52,MinTemp,8/6/2017
77,8/7/2017,51,MinTemp,8/6/2017
77,8/8/2017,50,MinTemp,8/6/2017
77,8/9/2017,51,MinTemp,8/6/2017
77,8/10/2017,52,MinTemp,8/6/2017
77,8/11/2017,52,MinTemp,8/6/2017
77,8/6/2017,69,MaxTemp,8/6/2017
77,8/7/2017,65,MaxTemp,8/6/2017
77,8/8/2017,66,MaxTemp,8/6/2017
77,8/9/2017,71,MaxTemp,8/6/2017
77,8/10/2017,72,MaxTemp,8/6/2017
77,8/11/2017,75,MaxTemp,8/6/2017
77,8/12/2017,76,MaxTemp,8/6/2017
78,8/6/2017,56,MinTemp,8/6/2017
78,8/6/2017,55,MinTemp,8/6/2017
78,8/7/2017,56,MinTemp,8/6/2017
78,8/8/2017,55,MinTemp,8/6/2017
78,8/9/2017,56,MinTemp,8/6/2017
78,8/10/2017,57,MinTemp,8/6/2017
78,8/11/2017,59,MinTemp,8/6/2017
78,8/6/2017,76,MaxTemp,8/6/2017
78,8/7/2017,68,MaxTemp,8/6/2017
78,8/8/2017,73,MaxTemp,8/6/2017
78,8/9/2017,76,MaxTemp,8/6/2017
78,8/10/2017,81,MaxTemp,8/6/2017
78,8/11/2017,82,MaxTemp,8/6/2017
78,8/12/2017,83,MaxTemp,8/6/2017
79,8/6/2017,57,MinTemp,8/6/2017
79,8/6/2017,57,MinTemp,8/6/2017
79,8/7/2017,57,MinTemp,8/6/2017
79,8/8/2017,58,MinTemp,8/6/2017
79,8/9/2017,58,MinTemp,8/6/2017
79,8/10/2017,59,MinTemp,8/6/2017
79,8/11/2017,58,MinTemp,8/6/2017
79,8/6/2017,80,MaxTemp,8/6/2017
79,8/7/2017,78,MaxTemp,8/6/2017
79,8/8/2017,79,MaxTemp,8/6/2017
79,8/9/2017,82,MaxTemp,8/6/2017
79,8/10/2017,83,MaxTemp,8/6/2017
79,8/11/2017,83,MaxTemp,8/6/2017
79,8/12/2017,82,MaxTemp,8/6/2017
80,8/6/2017,76,MinTemp,8/6/2017
80,8/6/2017,75,MinTemp,8/6/2017
80,8/7/2017,73,MinTemp,8/6/2017
80,8/8/2017,74,MinTemp,8/6/2017
80,8/9/2017,76,MinTemp,8/6/2017
80,8/10/2017,75,MinTemp,8/6/2017
80,8/11/2017,76,MinTemp,8/6/2017
80,8/6/2017,98,MaxTemp,8/6/2017
80,8/7/2017,98,MaxTemp,8/6/2017
80,8/8/2017,95,MaxTemp,8/6/2017
80,8/9/2017,95,MaxTemp,8/6/2017
80,8/10/2017,94,MaxTemp,8/6/2017
80,8/11/2017,95,MaxTemp,8/6/2017
80,8/12/2017,95,MaxTemp,8/6/2017
81,8/6/2017,64,MinTemp,8/6/2017
81,8/6/2017,65,MinTemp,8/6/2017
81,8/7/2017,62,MinTemp,8/6/2017
81,8/8/2017,63,MinTemp,8/6/2017
81,8/9/2017,64,MinTemp,8/6/2017
81,8/10/2017,65,MinTemp,8/6/2017
81,8/11/2017,65,MinTemp,8/6/2017
81,8/6/2017,90,MaxTemp,8/6/2017
81,8/7/2017,86,MaxTemp,8/6/2017
81,8/8/2017,88,MaxTemp,8/6/2017
81,8/9/2017,90,MaxTemp,8/6/2017
81,8/10/2017,92,MaxTemp,8/6/2017
81,8/11/2017,92,MaxTemp,8/6/2017
81,8/12/2017,92,MaxTemp,8/6/2017
82,8/6/2017,53,MinTemp,8/6/2017
82,8/6/2017,50,MinTemp,8/6/2017
82,8/7/2017,52,MinTemp,8/6/2017
82,8/8/2017,51,MinTemp,8/6/2017
82,8/9/2017,51,MinTemp,8/6/2017
82,8/10/2017,52,MinTemp,8/6/2017
82,8/11/2017,53,MinTemp,8/6/2017
82,8/6/2017,74,MaxTemp,8/6/2017
82,8/7/2017,76,MaxTemp,8/6/2017
82,8/8/2017,74,MaxTemp,8/6/2017
82,8/9/2017,76,MaxTemp,8/6/2017
82,8/10/2017,79,MaxTemp,8/6/2017
82,8/11/2017,80,MaxTemp,8/6/2017
82,8/12/2017,82,MaxTemp,8/6/2017
83,8/6/2017,51,MinTemp,8/6/2017
83,8/6/2017,50,MinTemp,8/6/2017
83,8/7/2017,52,MinTemp,8/6/2017
83,8/8/2017,52,MinTemp,8/6/2017
83,8/9/2017,52,MinTemp,8/6/2017
83,8/10/2017,52,MinTemp,8/6/2017
83,8/11/2017,54,MinTemp,8/6/2017
83,8/6/2017,77,MaxTemp,8/6/2017
83,8/7/2017,83,MaxTemp,8/6/2017
83,8/8/2017,80,MaxTemp,8/6/2017
83,8/9/2017,80,MaxTemp,8/6/2017
83,8/10/2017,82,MaxTemp,8/6/2017
83,8/11/2017,86,MaxTemp,8/6/2017
83,8/12/2017,90,MaxTemp,8/6/2017
84,8/6/2017,66,MinTemp,8/6/2017
84,8/6/2017,65,MinTemp,8/6/2017
84,8/7/2017,67,MinTemp,8/6/2017
84,8/8/2017,68,MinTemp,8/6/2017
84,8/9/2017,69,MinTemp,8/6/2017
84,8/10/2017,70,MinTemp,8/6/2017
84,8/11/2017,70,MinTemp,8/6/2017
84,8/6/2017,91,MaxTemp,8/6/2017
84,8/7/2017,93,MaxTemp,8/6/2017
84,8/8/2017,97,MaxTemp,8/6/2017
84,8/9/2017,97,MaxTemp,8/6/2017
84,8/10/2017,95,MaxTemp,8/6/2017
84,8/11/2017,95,MaxTemp,8/6/2017
84,8/12/2017,93,MaxTemp,8/6/2017
85,8/6/2017,64,MinTemp,8/6/2017
85,8/6/2017,64,MinTemp,8/6/2017
85,8/7/2017,62,MinTemp,8/6/2017
85,8/8/2017,63,MinTemp,8/6/2017
85,8/9/2017,63,MinTemp,8/6/2017
85,8/10/2017,64,MinTemp,8/6/2017
85,8/11/2017,63,MinTemp,8/6/2017
85,8/6/2017,88,MaxTemp,8/6/2017
85,8/7/2017,81,MaxTemp,8/6/2017
85,8/8/2017,88,MaxTemp,8/6/2017
85,8/9/2017,90,MaxTemp,8/6/2017
85,8/10/2017,92,MaxTemp,8/6/2017
85,8/11/2017,92,MaxTemp,8/6/2017
85,8/12/2017,93,MaxTemp,8/6/2017
86,8/6/2017,53,MinTemp,8/6/2017
86,8/6/2017,51,MinTemp,8/6/2017
86,8/7/2017,52,MinTemp,8/6/2017
86,8/8/2017,52,MinTemp,8/6/2017
86,8/9/2017,56,MinTemp,8/6/2017
86,8/10/2017,55,MinTemp,8/6/2017
86,8/11/2017,56,MinTemp,8/6/2017
86,8/6/2017,75,MaxTemp,8/6/2017
86,8/7/2017,77,MaxTemp,8/6/2017
86,8/8/2017,78,MaxTemp,8/6/2017
86,8/9/2017,81,MaxTemp,8/6/2017
86,8/10/2017,80,MaxTemp,8/6/2017
86,8/11/2017,80,MaxTemp,8/6/2017
86,8/12/2017,80,MaxTemp,8/6/2017
87,8/6/2017,69,MinTemp,8/6/2017
87,8/6/2017,69,MinTemp,8/6/2017
87,8/7/2017,68,MinTemp,8/6/2017
87,8/8/2017,68,MinTemp,8/6/2017
87,8/9/2017,68,MinTemp,8/6/2017
87,8/10/2017,69,MinTemp,8/6/2017
87,8/11/2017,69,MinTemp,8/6/2017
87,8/6/2017,88,MaxTemp,8/6/2017
87,8/7/2017,81,MaxTemp,8/6/2017
87,8/8/2017,85,MaxTemp,8/6/2017
87,8/9/2017,87,MaxTemp,8/6/2017
87,8/10/2017,89,MaxTemp,8/6/2017
87,8/11/2017,90,MaxTemp,8/6/2017
87,8/12/2017,90,MaxTemp,8/6/2017
88,8/6/2017,53,MinTemp,8/6/2017
88,8/6/2017,55,MinTemp,8/6/2017
88,8/7/2017,57,MinTemp,8/6/2017
88,8/8/2017,53,MinTemp,8/6/2017
88,8/9/2017,53,MinTemp,8/6/2017
88,8/10/2017,52,MinTemp,8/6/2017
88,8/11/2017,54,MinTemp,8/6/2017
88,8/6/2017,84,MaxTemp,8/6/2017
88,8/7/2017,80,MaxTemp,8/6/2017
88,8/8/2017,75,MaxTemp,8/6/2017
88,8/9/2017,80,MaxTemp,8/6/2017
88,8/10/2017,79,MaxTemp,8/6/2017
88,8/11/2017,81,MaxTemp,8/6/2017
88,8/12/2017,86,MaxTemp,8/6/2017
89,8/6/2017,51,MinTemp,8/6/2017
89,8/6/2017,53,MinTemp,8/6/2017
89,8/7/2017,55,MinTemp,8/6/2017
89,8/8/2017,56,MinTemp,8/6/2017
89,8/9/2017,56,MinTemp,8/6/2017
89,8/10/2017,55,MinTemp,8/6/2017
89,8/11/2017,57,MinTemp,8/6/2017
89,8/6/2017,79,MaxTemp,8/6/2017
89,8/7/2017,82,MaxTemp,8/6/2017
89,8/8/2017,79,MaxTemp,8/6/2017
89,8/9/2017,79,MaxTemp,8/6/2017
89,8/10/2017,82,MaxTemp,8/6/2017
89,8/11/2017,86,MaxTemp,8/6/2017
89,8/12/2017,88,MaxTemp,8/6/2017
90,8/6/2017,82,MinTemp,8/6/2017
90,8/6/2017,81,MinTemp,8/6/2017
90,8/7/2017,82,MinTemp,8/6/2017
90,8/8/2017,84,MinTemp,8/6/2017
90,8/9/2017,86,MinTemp,8/6/2017
90,8/10/2017,87,MinTemp,8/6/2017
90,8/11/2017,87,MinTemp,8/6/2017
90,8/6/2017,104,MaxTemp,8/6/2017
90,8/7/2017,105,MaxTemp,8/6/2017
90,8/8/2017,108,MaxTemp,8/6/2017
90,8/9/2017,110,MaxTemp,8/6/2017
90,8/10/2017,110,MaxTemp,8/6/2017
90,8/11/2017,110,MaxTemp,8/6/2017
90,8/12/2017,108,MaxTemp,8/6/2017
91,8/6/2017,59,MinTemp,8/6/2017
91,8/6/2017,58,MinTemp,8/6/2017
91,8/7/2017,58,MinTemp,8/6/2017
91,8/8/2017,57,MinTemp,8/6/2017
91,8/9/2017,58,MinTemp,8/6/2017
91,8/10/2017,59,MinTemp,8/6/2017
91,8/11/2017,58,MinTemp,8/6/2017
91,8/6/2017,82,MaxTemp,8/6/2017
91,8/7/2017,79,MaxTemp,8/6/2017
91,8/8/2017,86,MaxTemp,8/6/2017
91,8/9/2017,88,MaxTemp,8/6/2017
91,8/10/2017,89,MaxTemp,8/6/2017
91,8/11/2017,89,MaxTemp,8/6/2017
91,8/12/2017,90,MaxTemp,8/6/2017
92,8/6/2017,73,MinTemp,8/6/2017
92,8/6/2017,73,MinTemp,8/6/2017
92,8/7/2017,72,MinTemp,8/6/2017
92,8/8/2017,73,MinTemp,8/6/2017
92,8/9/2017,73,MinTemp,8/6/2017
92,8/10/2017,74,MinTemp,8/6/2017
92,8/11/2017,74,MinTemp,8/6/2017
92,8/6/2017,92,MaxTemp,8/6/2017
92,8/7/2017,95,MaxTemp,8/6/2017
92,8/8/2017,99,MaxTemp,8/6/2017
92,8/9/2017,102,MaxTemp,8/6/2017
92,8/10/2017,102,MaxTemp,8/6/2017
92,8/11/2017,103,MaxTemp,8/6/2017
92,8/12/2017,101,MaxTemp,8/6/2017
93,8/6/2017,51,MinTemp,8/6/2017
93,8/6/2017,51,MinTemp,8/6/2017
93,8/7/2017,52,MinTemp,8/6/2017
93,8/8/2017,51,MinTemp,8/6/2017
93,8/9/2017,52,MinTemp,8/6/2017
93,8/10/2017,52,MinTemp,8/6/2017
93,8/11/2017,52,MinTemp,8/6/2017
93,8/6/2017,84,MaxTemp,8/6/2017
93,8/7/2017,83,MaxTemp,8/6/2017
93,8/8/2017,82,MaxTemp,8/6/2017
93,8/9/2017,84,MaxTemp,8/6/2017
93,8/10/2017,84,MaxTemp,8/6/2017
93,8/11/2017,85,MaxTemp,8/6/2017
93,8/12/2017,86,MaxTemp,8/6/2017
94,8/6/2017,87,MinTemp,8/6/2017
94,8/6/2017,86,MinTemp,8/6/2017
94,8/7/2017,86,MinTemp,8/6/2017
94,8/8/2017,88,MinTemp,8/6/2017
94,8/9/2017,88,MinTemp,8/6/2017
94,8/10/2017,88,MinTemp,8/6/2017
94,8/11/2017,91,MinTemp,8/6/2017
94,8/6/2017,110,MaxTemp,8/6/2017
94,8/7/2017,110,MaxTemp,8/6/2017
94,8/8/2017,114,MaxTemp,8/6/2017
