Date,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,AirPtCd,ID
8/22/2017,90,82,74,KCHS,23
8/23/2017,93,85,76,KCHS,23
8/24/2017,93,83,73,KCHS,23
8/25/2017,88,81,73,KCHS,23
8/26/2017,89,82,74,KCHS,23
8/27/2017,85,79,73,KCHS,23
8/28/2017,76,73,70,KCHS,23
8/29/2017,76,73,70,KCHS,23
8/30/2017,81,74,67,KCHS,23
8/31/2017,90,81,71,KCHS,23
8/1/2017,82,72,63,KAGC,24
8/2/2017,84,73,64,KAGC,24
8/3/2017,82,73,64,KAGC,24
8/4/2017,82,73,64,KAGC,24
8/5/2017,73,64,57,KAGC,24
8/6/2017,71,64,59,KAGC,24
8/7/2017,70,65,60,KAGC,24
8/8/2017,75,67,61,KAGC,24
8/9/2017,79,66,53,KAGC,24
8/10/2017,79,69,61,KAGC,24
8/11/2017,81,72,64,KAGC,24
8/12/2017,78,71,64,KAGC,24
8/13/2017,78,68,60,KAGC,24
8/14/2017,78,70,62,KAGC,24
8/15/2017,84,75,66,KAGC,24
8/16/2017,84,76,68,KAGC,24
8/17/2017,90,75,64,KAGC,24
8/18/2017,84,76,71,KAGC,24
8/19/2017,82,72,63,KAGC,24
8/20/2017,82,70,57,KAGC,24
8/21/2017,84,75,66,KAGC,24
8/22/2017,84,77,70,KAGC,24
8/23/2017,75,70,64,KAGC,24
8/24/2017,73,64,57,KAGC,24
8/25/2017,70,62,54,KAGC,24
8/26/2017,73,63,53,KAGC,24
8/27/2017,77,67,57,KAGC,24
8/28/2017,73,66,60,KAGC,24
8/29/2017,75,66,60,KAGC,24
8/30/2017,78,66,55,KAGC,24
8/31/2017,75,66,57,KAGC,24
8/1/2017,85,77,68,KROA,25
8/2/2017,87,76,65,KROA,25
8/3/2017,89,76,62,KROA,25
8/4/2017,89,77,64,KROA,25
8/5/2017,81,72,63,KROA,25
8/6/2017,85,70,54,KROA,25
8/7/2017,83,76,68,KROA,25
8/8/2017,82,75,68,KROA,25
8/9/2017,82,73,64,KROA,25
8/10/2017,79,69,58,KROA,25
8/11/2017,82,75,68,KROA,25
8/12/2017,85,77,69,KROA,25
8/13/2017,84,77,70,KROA,25
8/14/2017,78,74,70,KROA,25
8/15/2017,87,79,70,KROA,25
8/16/2017,92,80,67,KROA,25
8/17/2017,96,84,72,KROA,25
8/18/2017,93,83,72,KROA,25
8/19/2017,92,80,67,KROA,25
8/20/2017,92,78,64,KROA,25
8/21/2017,97,83,68,KROA,25
8/22/2017,95,82,69,KROA,25
8/23/2017,89,79,68,KROA,25
8/24/2017,82,72,62,KROA,25
8/25/2017,83,70,56,KROA,25
8/26/2017,81,73,64,KROA,25
8/27/2017,79,72,65,KROA,25
8/28/2017,75,68,60,KROA,25
8/29/2017,72,66,60,KROA,25
8/30/2017,83,73,62,KROA,25
8/31/2017,82,72,62,KROA,25
8/1/2017,92,84,75,KMIA,26
8/2/2017,93,84,75,KMIA,26
8/3/2017,92,87,82,KMIA,26
8/4/2017,92,88,83,KMIA,26
8/5/2017,93,89,84,KMIA,26
8/6/2017,93,88,82,KMIA,26
8/7/2017,92,87,82,KMIA,26
8/8/2017,93,88,82,KMIA,26
8/9/2017,93,88,83,KMIA,26
8/10/2017,90,84,78,KMIA,26
8/11/2017,90,84,77,KMIA,26
8/12/2017,93,86,79,KMIA,26
8/13/2017,95,88,80,KMIA,26
8/14/2017,94,88,81,KMIA,26
8/15/2017,93,87,81,KMIA,26
8/16/2017,95,88,81,KMIA,26
8/17/2017,94,88,82,KMIA,26
8/18/2017,95,88,81,KMIA,26
8/19/2017,94,87,80,KMIA,26
8/20/2017,91,85,78,KMIA,26
8/21/2017,93,87,80,KMIA,26
8/22/2017,93,87,80,KMIA,26
8/23/2017,89,83,76,KMIA,26
8/24/2017,87,81,74,KMIA,26
8/25/2017,87,80,73,KMIA,26
8/26/2017,85,81,76,KMIA,26
8/27/2017,91,83,75,KMIA,26
8/28/2017,93,85,76,KMIA,26
8/29/2017,94,87,79,KMIA,26
8/30/2017,94,88,81,KMIA,26
8/31/2017,93,89,84,KMIA,26
8/1/2017,88,74,59,KCLT,27
8/2/2017,88,77,65,KCLT,27
8/3/2017,88,78,67,KCLT,27
8/4/2017,88,77,66,KCLT,27
8/5/2017,89,79,69,KCLT,27
8/6/2017,90,77,64,KCLT,27
8/7/2017,87,80,72,KCLT,27
8/8/2017,81,76,70,KCLT,27
8/9/2017,84,75,65,KCLT,27
8/10/2017,85,76,67,KCLT,27
8/11/2017,84,79,73,KCLT,27
8/12/2017,90,82,73,KCLT,27
8/13/2017,90,81,72,KCLT,27
8/14/2017,90,82,74,KCLT,27
8/15/2017,91,82,72,KCLT,27
8/16/2017,93,83,73,KCLT,27
8/17/2017,94,85,75,KCLT,27
8/18/2017,94,85,76,KCLT,27
8/19/2017,91,81,70,KCLT,27
8/20/2017,94,82,69,KCLT,27
8/21/2017,92,82,72,KCLT,27
8/22/2017,93,83,73,KCLT,27
8/23/2017,93,83,73,KCLT,27
8/24/2017,85,77,69,KCLT,27
8/25/2017,85,76,66,KCLT,27
8/26/2017,87,77,66,KCLT,27
8/27/2017,85,77,68,KCLT,27
8/28/2017,81,72,62,KCLT,27
8/29/2017,75,70,64,KCLT,27
8/30/2017,82,71,59,KCLT,27
8/31/2017,74,71,68,KCLT,27
8/1/2017,90,77,64,KCUB,28
8/2/2017,90,79,67,KCUB,28
8/3/2017,86,80,74,KCUB,28
8/4/2017,89,82,74,KCUB,28
8/5/2017,91,84,76,KCUB,28
8/6/2017,94,84,73,KCUB,28
8/7/2017,93,84,74,KCUB,28
8/8/2017,81,78,75,KCUB,28
8/9/2017,80,77,73,KCUB,28
8/10/2017,88,80,72,KCUB,28
8/11/2017,91,83,75,KCUB,28
8/12/2017,94,86,77,KCUB,28
8/13/2017,90,84,77,KCUB,28
8/14/2017,93,84,75,KCUB,28
8/15/2017,96,86,76,KCUB,28
8/16/2017,97,87,77,KCUB,28
8/17/2017,97,88,78,KCUB,28
8/18/2017,97,88,78,KCUB,28
8/19/2017,97,88,78,KCUB,28
8/20/2017,96,86,75,KCUB,28
8/21/2017,93,85,77,KCUB,28
8/22/2017,93,84,74,KCUB,28
8/23/2017,96,86,76,KCUB,28
8/24/2017,92,83,74,KCUB,28
8/25/2017,89,82,75,KCUB,28
8/26/2017,92,82,72,KCUB,28
8/27/2017,90,81,71,KCUB,28
8/28/2017,85,76,67,KCUB,28
8/29/2017,85,78,70,KCUB,28
8/30/2017,83,76,68,KCUB,28
8/31/2017,94,83,71,KCUB,28
8/1/2017,86,78,69,KSVN,29
8/2/2017,88,79,71,KSVN,29
8/3/2017,86,80,74,KSVN,29
8/4/2017,90,82,75,KSVN,29
8/5/2017,88,81,74,KSVN,29
8/6/2017,91,81,73,KSVN,29
8/7/2017,92,84,77,KSVN,29
8/8/2017,93,84,75,KSVN,29
8/9/2017,83,76,71,KSVN,29
8/10/2017,87,79,73,KSVN,29
8/11/2017,89,82,75,KSVN,29
8/12/2017,92,83,75,KSVN,29
8/13/2017,91,84,77,KSVN,29
8/14/2017,91,84,76,KSVN,29
8/15/2017,94,84,74,KSVN,29
8/16/2017,96,86,75,KSVN,29
8/17/2017,93,85,77,KSVN,29
8/18/2017,96,86,77,KSVN,29
8/19/2017,95,84,75,KSVN,29
8/20/2017,92,84,77,KSVN,29
8/21/2017,88,82,77,KSVN,29
8/22/2017,89,82,75,KSVN,29
8/23/2017,94,84,75,KSVN,29
8/24/2017,93,84,75,KSVN,29
8/25/2017,89,81,74,KSVN,29
8/26/2017,85,80,75,KSVN,29
8/27/2017,84,80,75,KSVN,29
8/28/2017,79,75,70,KSVN,29
8/29/2017,77,72,68,KSVN,29
8/30/2017,83,76,69,KSVN,29
8/31/2017,89,80,72,KSVN,29
8/1/2017,82,75,68,KBKL,30
8/2/2017,82,76,70,KBKL,30
8/3/2017,84,76,68,KBKL,30
8/4/2017,82,72,63,KBKL,30
8/5/2017,73,66,60,KBKL,30
8/6/2017,77,69,63,KBKL,30
8/7/2017,75,70,64,KBKL,30
8/8/2017,75,70,66,KBKL,30
8/9/2017,78,70,64,KBKL,30
8/10/2017,81,72,64,KBKL,30
8/11/2017,82,74,66,KBKL,30
8/12/2017,75,70,66,KBKL,30
8/13/2017,75,70,66,KBKL,30
8/14/2017,79,71,64,KBKL,30
8/15/2017,80,74,69,KBKL,30
8/16/2017,79,72,66,KBKL,30
8/17/2017,91,81,73,KBKL,30
8/18/2017,82,78,73,KBKL,30
8/19/2017,77,72,66,KBKL,30
8/20/2017,84,73,64,KBKL,30
8/21/2017,84,78,73,KBKL,30
8/22/2017,84,76,71,KBKL,30
8/23/2017,75,70,64,KBKL,30
8/24/2017,70,66,63,KBKL,30
8/25/2017,71,66,61,KBKL,30
8/26/2017,72,63,55,KBKL,30
8/27/2017,75,67,59,KBKL,30
8/28/2017,80,72,66,KBKL,30
8/29/2017,77,69,63,KBKL,30
8/30/2017,77,70,64,KBKL,30
8/31/2017,71,68,64,KBKL,30
8/1/2017,86,73,60,KCRW,31
8/2/2017,87,74,61,KCRW,31
8/3/2017,88,76,63,KCRW,31
8/4/2017,85,75,65,KCRW,31
8/5/2017,78,69,59,KCRW,31
8/6/2017,80,69,58,KCRW,31
8/7/2017,76,71,65,KCRW,31
8/8/2017,81,70,59,KCRW,31
8/9/2017,84,69,54,KCRW,31
8/10/2017,76,70,63,KCRW,31
8/11/2017,84,76,67,KCRW,31
8/12/2017,84,75,66,KCRW,31
8/13/2017,82,72,62,KCRW,31
8/14/2017,80,72,63,KCRW,31
8/15/2017,87,79,70,KCRW,31
8/16/2017,90,80,69,KCRW,31
8/17/2017,90,79,68,KCRW,31
8/18/2017,88,78,68,KCRW,31
8/19/2017,86,76,65,KCRW,31
8/20/2017,90,78,65,KCRW,31
8/21/2017,89,78,66,KCRW,31
8/22/2017,91,79,67,KCRW,31
8/23/2017,81,70,59,KCRW,31
8/24/2017,79,67,55,KCRW,31
8/25/2017,79,66,53,KCRW,31
8/26/2017,81,67,53,KCRW,31
8/27/2017,82,70,58,KCRW,31
8/28/2017,80,72,64,KCRW,31
8/29/2017,81,71,61,KCRW,31
8/30/2017,83,72,60,KCRW,31
8/31/2017,85,73,61,KCRW,31
8/1/2017,88,80,73,KNIP,32
8/2/2017,88,82,77,KNIP,32
8/3/2017,87,80,77,KNIP,32
8/4/2017,93,84,75,KNIP,32
8/5/2017,90,84,78,KNIP,32
8/6/2017,93,86,79,KNIP,32
8/7/2017,93,86,80,KNIP,32
8/8/2017,93,86,78,KNIP,32
8/9/2017,91,83,75,KNIP,32
8/10/2017,91,85,79,KNIP,32
8/11/2017,91,86,81,KNIP,32
8/12/2017,93,86,78,KNIP,32
8/13/2017,91,84,79,KNIP,32
8/14/2017,91,85,79,KNIP,32
8/15/2017,95,86,79,KNIP,32
8/16/2017,96,86,78,KNIP,32
8/17/2017,91,86,81,KNIP,32
8/18/2017,91,84,77,KNIP,32
8/19/2017,95,84,75,KNIP,32
8/20/2017,93,86,78,KNIP,32
8/21/2017,86,82,80,KNIP,32
8/22/2017,93,85,79,KNIP,32
8/23/2017,93,85,77,KNIP,32
8/24/2017,93,86,79,KNIP,32
8/25/2017,91,86,80,KNIP,32
8/26/2017,88,84,80,KNIP,32
8/27/2017,88,82,78,KNIP,32
8/28/2017,81,78,75,KNIP,32
8/29/2017,88,80,73,KNIP,32
8/30/2017,88,82,78,KNIP,32
8/31/2017,95,86,78,KNIP,32
8/1/2017,89,86,82,KEYW,33
8/2/2017,91,86,81,KEYW,33
8/3/2017,91,88,85,KEYW,33
8/4/2017,91,88,85,KEYW,33
8/5/2017,91,88,85,KEYW,33
8/6/2017,90,87,83,KEYW,33
8/7/2017,88,84,79,KEYW,33
8/8/2017,89,86,83,KEYW,33
8/9/2017,90,87,83,KEYW,33
8/10/2017,88,85,81,KEYW,33
8/11/2017,89,86,82,KEYW,33
8/12/2017,90,86,82,KEYW,33
8/13/2017,90,87,83,KEYW,33
8/14/2017,89,87,84,KEYW,33
8/15/2017,90,87,84,KEYW,33
8/16/2017,92,89,85,KEYW,33
8/17/2017,92,88,84,KEYW,33
8/18/2017,92,87,81,KEYW,33
8/19/2017,94,86,78,KEYW,33
8/20/2017,90,86,82,KEYW,33
8/21/2017,90,87,84,KEYW,33
8/22/2017,91,86,80,KEYW,33
8/23/2017,87,83,79,KEYW,33
8/24/2017,85,83,80,KEYW,33
8/25/2017,86,82,78,KEYW,33
8/26/2017,88,82,76,KEYW,33
8/27/2017,88,84,79,KEYW,33
8/28/2017,88,84,79,KEYW,33
8/29/2017,89,87,84,KEYW,33
8/30/2017,90,87,83,KEYW,33
8/31/2017,91,88,85,KEYW,33
8/1/2017,90,83,75,KTPA,34
8/2/2017,85,80,74,KTPA,34
8/3/2017,92,85,77,KTPA,34
8/4/2017,92,85,77,KTPA,34
8/5/2017,92,85,78,KTPA,34
8/6/2017,93,86,79,KTPA,34
8/7/2017,93,87,80,KTPA,34
8/8/2017,92,85,78,KTPA,34
8/9/2017,93,86,79,KTPA,34
8/10/2017,94,88,81,KTPA,34
8/11/2017,95,87,79,KTPA,34
8/12/2017,92,85,77,KTPA,34
8/13/2017,89,85,80,KTPA,34
8/14/2017,93,88,82,KTPA,34
8/15/2017,93,88,83,KTPA,34
8/16/2017,93,87,81,KTPA,34
8/17/2017,91,86,80,KTPA,34
8/18/2017,90,85,79,KTPA,34
8/19/2017,92,85,77,KTPA,34
8/20/2017,94,87,80,KTPA,34
8/21/2017,95,87,79,KTPA,34
8/22/2017,97,88,78,KTPA,34
8/23/2017,96,87,78,KTPA,34
8/24/2017,93,86,78,KTPA,34
8/25/2017,90,84,77,KTPA,34
8/26/2017,90,84,78,KTPA,34
8/27/2017,86,82,77,KTPA,34
8/28/2017,85,80,74,KTPA,34
8/29/2017,87,83,79,KTPA,34
8/30/2017,91,84,76,KTPA,34
8/31/2017,94,88,81,KTPA,34
8/1/2017,84,74,63,KOSU,35
8/2/2017,84,73,64,KOSU,35
8/3/2017,84,75,66,KOSU,35
8/4/2017,77,68,61,KOSU,35
8/5/2017,75,64,54,KOSU,35
8/6/2017,73,66,60,KOSU,35
8/7/2017,73,67,61,KOSU,35
8/8/2017,78,68,59,KOSU,35
8/9/2017,82,68,55,KOSU,35
8/10/2017,84,70,57,KOSU,35
8/11/2017,82,73,66,KOSU,35
8/12/2017,78,70,63,KOSU,35
8/13/2017,81,68,57,KOSU,35
8/14/2017,82,72,62,KOSU,35
8/15/2017,86,74,64,KOSU,35
8/16/2017,89,78,68,KOSU,35
8/17/2017,88,80,73,KOSU,35
8/18/2017,82,76,70,KOSU,35
8/19/2017,84,75,66,KOSU,35
8/20/2017,87,74,61,KOSU,35
8/21/2017,89,78,69,KOSU,35
8/22/2017,82,76,71,KOSU,35
8/23/2017,75,66,57,KOSU,35
8/24/2017,75,64,52,KOSU,35
8/25/2017,73,64,54,KOSU,35
8/26/2017,75,62,50,KOSU,35
8/27/2017,79,66,53,KOSU,35
8/28/2017,75,68,61,KOSU,35
8/29/2017,79,68,60,KOSU,35
8/30/2017,79,69,61,KOSU,35
8/31/2017,78,68,59,KOSU,35
8/1/2017,88,78,68,KDET,36
8/2/2017,87,76,66,KDET,36
8/3/2017,84,75,66,KDET,36
8/4/2017,77,68,62,KDET,36
8/5/2017,77,66,57,KDET,36
8/6/2017,78,68,60,KDET,36
8/7/2017,79,70,61,KDET,36
8/8/2017,82,70,57,KDET,36
8/9/2017,84,72,63,KDET,36
8/10/2017,82,73,64,KDET,36
8/11/2017,82,74,66,KDET,36
8/12/2017,78,70,62,KDET,36
8/13/2017,80,69,59,KDET,36
8/14/2017,82,72,62,KDET,36
8/15/2017,82,72,66,KDET,36
8/16/2017,82,72,63,KDET,36
8/17/2017,80,74,69,KDET,36
8/18/2017,78,73,69,KDET,36
8/19/2017,80,72,64,KDET,36
8/20/2017,82,72,62,KDET,36
8/21/2017,87,78,68,KDET,36
8/22/2017,80,74,66,KDET,36
8/23/2017,75,66,57,KDET,36
8/24/2017,72,64,57,KDET,36
8/25/2017,72,61,51,KDET,36
8/26/2017,72,62,52,KDET,36
8/27/2017,75,64,55,KDET,36
8/28/2017,73,68,63,KDET,36
8/29/2017,69,64,64,KDET,36
8/30/2017,81,70,59,KDET,36
8/31/2017,71,62,54,KDET,36
8/1/2017,83,73,62,KTYS,37
8/2/2017,87,78,68,KTYS,37
8/3/2017,88,76,64,KTYS,37
8/4/2017,86,77,68,KTYS,37
8/5/2017,81,72,62,KTYS,37
8/6/2017,88,72,56,KTYS,37
8/7/2017,79,75,70,KTYS,37
8/8/2017,82,75,68,KTYS,37
8/9/2017,86,75,64,KTYS,37
8/10/2017,84,77,70,KTYS,37
8/11/2017,84,78,71,KTYS,37
8/12/2017,86,79,71,KTYS,37
8/13/2017,86,78,70,KTYS,37
8/14/2017,87,79,71,KTYS,37
8/15/2017,88,81,74,KTYS,37
8/16/2017,87,79,71,KTYS,37
8/17/2017,89,81,72,KTYS,37
8/18/2017,88,80,71,KTYS,37
8/19/2017,88,77,65,KTYS,37
8/20/2017,90,78,66,KTYS,37
8/21/2017,90,79,68,KTYS,37
8/22/2017,91,81,71,KTYS,37
8/23/2017,87,79,71,KTYS,37
8/24/2017,83,73,63,KTYS,37
8/25/2017,81,72,63,KTYS,37
8/26/2017,84,74,63,KTYS,37
8/27/2017,102,82,63,KTYS,37
8/28/2017,83,74,68,KTYS,37
8/29/2017,84,73,62,KTYS,37
8/30/2017,84,74,63,KTYS,37
8/31/2017,74,71,68,KTYS,37
8/1/2017,85,75,64,KANJ,38
8/2/2017,76,69,61,KANJ,38
8/3/2017,67,64,60,KANJ,38
8/4/2017,73,65,57,KANJ,38
8/5/2017,70,62,54,KANJ,38
8/6/2017,74,63,51,KANJ,38
8/7/2017,73,64,54,KANJ,38
8/8/2017,74,64,53,KANJ,38
8/9/2017,71,65,58,KANJ,38
8/10/2017,72,67,61,KANJ,38
8/11/2017,72,67,62,KANJ,38
8/12/2017,73,65,57,KANJ,38
8/13/2017,81,67,52,KANJ,38
8/14/2017,77,68,58,KANJ,38
8/15/2017,74,67,59,KANJ,38
8/16/2017,75,65,54,KANJ,38
8/17/2017,67,65,62,KANJ,38
8/18/2017,67,64,60,KANJ,38
8/19/2017,76,68,60,KANJ,38
8/20/2017,81,68,55,KANJ,38
8/21/2017,82,72,62,KANJ,38
8/22/2017,70,65,59,KANJ,38
8/23/2017,60,58,55,KANJ,38
8/24/2017,66,58,49,KANJ,38
8/25/2017,69,57,45,KANJ,38
8/26/2017,72,59,46,KANJ,38
8/27/2017,68,61,53,KANJ,38
8/28/2017,73,67,60,KANJ,38
8/29/2017,73,68,62,KANJ,38
8/30/2017,68,62,55,KANJ,38
8/31/2017,65,57,49,KANJ,38
8/1/2017,87,78,68,KATL,39
8/2/2017,86,79,71,KATL,39
8/3/2017,83,77,70,KATL,39
8/4/2017,87,78,69,KATL,39
8/5/2017,88,79,70,KATL,39
8/6/2017,88,80,72,KATL,39
8/7/2017,86,80,73,KATL,39
8/8/2017,76,73,70,KATL,39
8/9/2017,80,76,71,KATL,39
8/10/2017,84,78,72,KATL,39
8/11/2017,88,80,72,KATL,39
8/12/2017,90,82,73,KATL,39
8/13/2017,90,82,73,KATL,39
8/14/2017,92,84,75,KATL,39
8/15/2017,90,82,73,KATL,39
8/16/2017,91,81,71,KATL,39
8/17/2017,90,83,76,KATL,39
8/18/2017,90,83,75,KATL,39
8/19/2017,90,80,69,KATL,39
8/20/2017,92,83,73,KATL,39
8/21/2017,92,84,75,KATL,39
8/22/2017,93,84,74,KATL,39
8/23/2017,90,82,74,KATL,39
8/24/2017,89,78,67,KATL,39
8/25/2017,86,79,72,KATL,39
8/26/2017,85,79,72,KATL,39
8/27/2017,85,79,72,KATL,39
8/28/2017,80,75,69,KATL,39
8/29/2017,84,77,69,KATL,39
8/30/2017,74,72,69,KATL,39
8/31/2017,83,76,69,KATL,39
8/1/2017,82,73,64,KLUK,40
8/2/2017,84,75,66,KLUK,40
8/3/2017,86,75,64,KLUK,40
8/4/2017,81,72,64,KLUK,40
8/5/2017,79,66,53,KLUK,40
8/6/2017,73,68,63,KLUK,40
8/7/2017,75,70,64,KLUK,40
8/8/2017,81,68,57,KLUK,40
8/9/2017,82,68,53,KLUK,40
8/10/2017,84,72,60,KLUK,40
8/11/2017,82,71,60,KLUK,40
8/12/2017,82,73,63,KLUK,40
8/13/2017,84,70,55,KLUK,40
8/14/2017,82,72,64,KLUK,40
8/15/2017,90,78,66,KLUK,40
8/16/2017,90,76,64,KLUK,40
8/17/2017,91,82,73,KLUK,40
8/18/2017,86,76,66,KLUK,40
8/19/2017,88,76,66,KLUK,40
8/20/2017,90,78,66,KLUK,40
8/21/2017,90,79,68,KLUK,40
8/22/2017,87,77,70,KLUK,40
8/23/2017,80,70,60,KLUK,40
8/24/2017,80,67,54,KLUK,40
8/25/2017,78,66,54,KLUK,40
8/26/2017,78,64,50,KLUK,40
8/27/2017,82,68,53,KLUK,40
8/28/2017,77,68,59,KLUK,40
8/29/2017,77,70,62,KLUK,40
8/30/2017,82,72,63,KLUK,40
8/31/2017,84,72,62,KLUK,40
8/1/2017,86,72,58,KGRR,41
8/2/2017,87,75,63,KGRR,41
8/3/2017,81,73,64,KGRR,41
8/4/2017,68,63,57,KGRR,41
8/5/2017,77,66,54,KGRR,41
8/6/2017,78,67,56,KGRR,41
8/7/2017,76,69,61,KGRR,41
8/8/2017,83,68,52,KGRR,41
8/9/2017,83,70,57,KGRR,41
8/10/2017,83,71,59,KGRR,41
8/11/2017,81,72,63,KGRR,41
8/12/2017,80,71,61,KGRR,41
8/13/2017,80,68,55,KGRR,41
8/14/2017,83,73,63,KGRR,41
8/15/2017,84,74,64,KGRR,41
8/16/2017,88,75,61,KGRR,41
8/17/2017,83,76,68,KGRR,41
8/18/2017,73,69,64,KGRR,41
8/19/2017,81,71,60,KGRR,41
8/20/2017,84,71,57,KGRR,41
8/21/2017,85,76,67,KGRR,41
8/22/2017,78,70,61,KGRR,41
8/23/2017,75,66,56,KGRR,41
8/24/2017,69,60,51,KGRR,41
8/25/2017,74,61,47,KGRR,41
8/26/2017,75,62,48,KGRR,41
8/27/2017,75,66,57,KGRR,41
8/28/2017,70,64,58,KGRR,41
8/29/2017,79,68,57,KGRR,41
8/30/2017,81,68,55,KGRR,41
8/31/2017,74,64,53,KGRR,41
8/1/2017,90,81,71,KSDF,42
8/2/2017,86,78,70,KSDF,42
8/3/2017,90,79,67,KSDF,42
8/4/2017,82,73,63,KSDF,42
8/5/2017,82,70,58,KSDF,42
8/6/2017,75,70,65,KSDF,42
8/7/2017,80,73,66,KSDF,42
8/8/2017,85,75,65,KSDF,42
8/9/2017,85,74,63,KSDF,42
8/10/2017,89,78,67,KSDF,42
8/11/2017,88,78,68,KSDF,42
8/12/2017,87,79,71,KSDF,42
8/13/2017,87,75,63,KSDF,42
8/14/2017,87,79,70,KSDF,42
8/15/2017,92,83,74,KSDF,42
8/16/2017,93,84,74,KSDF,42
8/17/2017,96,85,74,KSDF,42
8/18/2017,88,81,74,KSDF,42
8/19/2017,90,81,71,KSDF,42
8/20/2017,93,82,71,KSDF,42
8/21/2017,93,83,73,KSDF,42
8/22/2017,91,82,72,KSDF,42
8/23/2017,83,75,66,KSDF,42
8/24/2017,83,72,61,KSDF,42
8/25/2017,80,71,61,KSDF,42
8/26/2017,82,71,59,KSDF,42
8/27/2017,87,74,61,KSDF,42
8/28/2017,82,75,68,KSDF,42
8/29/2017,82,75,68,KSDF,42
8/30/2017,84,75,66,KSDF,42
8/31/2017,88,79,69,KSDF,42
8/1/2017,84,76,67,KEYE,43
8/2/2017,84,75,66,KEYE,43
8/3/2017,86,77,67,KEYE,43
8/4/2017,76,68,60,KEYE,43
8/5/2017,78,67,55,KEYE,43
8/6/2017,73,69,65,KEYE,43
8/7/2017,79,72,65,KEYE,43
8/8/2017,81,70,58,KEYE,43
8/9/2017,83,70,57,KEYE,43
8/10/2017,84,72,60,KEYE,43
8/11/2017,83,76,68,KEYE,43
8/12/2017,80,71,61,KEYE,43
8/13/2017,83,71,58,KEYE,43
8/14/2017,85,74,62,KEYE,43
8/15/2017,88,78,67,KEYE,43
8/16/2017,90,79,67,KEYE,43
8/17/2017,86,80,74,KEYE,43
8/18/2017,84,76,67,KEYE,43
8/19/2017,87,77,67,KEYE,43
8/20/2017,91,78,65,KEYE,43
8/21/2017,90,81,72,KEYE,43
8/22/2017,82,75,67,KEYE,43
8/23/2017,79,70,60,KEYE,43
8/24/2017,79,68,56,KEYE,43
8/25/2017,77,67,57,KEYE,43
8/26/2017,79,66,53,KEYE,43
8/27/2017,81,69,57,KEYE,43
8/28/2017,82,70,57,KEYE,43
8/29/2017,81,72,63,KEYE,43
8/30/2017,83,73,62,KEYE,43
8/31/2017,81,72,62,KEYE,43
8/1/2017,88,78,67,KMXF,44
8/2/2017,87,78,70,KMXF,44
8/3/2017,87,80,74,KMXF,44
8/4/2017,89,81,73,KMXF,44
8/5/2017,93,83,74,KMXF,44
8/6/2017,91,82,73,KMXF,44
8/7/2017,93,83,73,KMXF,44
8/8/2017,80,76,73,KMXF,44
8/9/2017,89,81,73,KMXF,44
8/10/2017,91,82,73,KMXF,44
8/11/2017,88,80,73,KMXF,44
8/12/2017,91,83,75,KMXF,44
8/13/2017,92,83,74,KMXF,44
8/14/2017,94,84,75,KMXF,44
8/15/2017,92,82,73,KMXF,44
8/16/2017,91,82,75,KMXF,44
8/17/2017,92,82,73,KMXF,44
8/18/2017,92,82,74,KMXF,44
8/19/2017,92,82,72,KMXF,44
8/20/2017,95,84,74,KMXF,44
8/21/2017,95,84,75,KMXF,44
8/22/2017,93,82,73,KMXF,44
8/23/2017,92,82,74,KMXF,44
8/24/2017,90,81,73,KMXF,44
8/25/2017,92,80,67,KMXF,44
8/26/2017,85,80,74,KMXF,44
8/27/2017,89,80,73,KMXF,44
8/28/2017,83,78,73,KMXF,44
8/29/2017,82,76,70,KMXF,44
8/30/2017,79,76,73,KMXF,44
8/31/2017,87,80,73,KMXF,44
8/1/2017,87,78,68,KBNA,45
8/2/2017,88,79,70,KBNA,45
8/3/2017,90,80,69,KBNA,45
8/4/2017,85,75,65,KBNA,45
8/5/2017,83,71,58,KBNA,45
8/6/2017,91,78,65,KBNA,45
8/7/2017,81,77,73,KBNA,45
8/8/2017,85,77,69,KBNA,45
8/9/2017,88,77,65,KBNA,45
8/10/2017,90,81,72,KBNA,45
8/11/2017,90,81,72,KBNA,45
8/12/2017,88,80,71,KBNA,45
8/13/2017,88,77,66,KBNA,45
8/14/2017,81,77,72,KBNA,45
8/15/2017,90,82,74,KBNA,45
8/16/2017,92,83,73,KBNA,45
8/17/2017,91,83,75,KBNA,45
8/18/2017,89,80,70,KBNA,45
8/19/2017,93,80,67,KBNA,45
8/20/2017,96,84,72,KBNA,45
8/21/2017,95,83,70,KBNA,45
8/22/2017,92,82,72,KBNA,45
8/23/2017,84,76,68,KBNA,45
8/24/2017,84,73,61,KBNA,45
8/25/2017,84,73,61,KBNA,45
8/26/2017,85,74,63,KBNA,45
8/27/2017,91,76,60,KBNA,45
8/28/2017,76,72,67,KBNA,45
8/29/2017,87,75,63,KBNA,45
8/30/2017,85,76,67,KBNA,45
8/31/2017,81,76,70,KBNA,45
8/1/2017,89,79,68,KBHM,46
8/2/2017,84,78,72,KBHM,46
8/3/2017,87,80,73,KBHM,46
8/4/2017,93,83,72,KBHM,46
8/5/2017,90,80,70,KBHM,46
8/6/2017,86,80,74,KBHM,46
8/7/2017,86,80,73,KBHM,46
8/8/2017,76,74,72,KBHM,46
8/9/2017,84,78,72,KBHM,46
8/10/2017,88,81,73,KBHM,46
